data,cnpj,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,id_pais,data_inicio_atividade,cnae_fiscal_principal,cnae_fiscal_secundaria,sigla_uf,id_municipio,id_municipio_rf,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,ddd_fax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico_1,razao_social,natureza_juridica,capital_social,porte
2023-02-15,00831373000457,00831373,0004,57,2,,8,1999-01-12,1,,,1998-02-03,4611700,,SE,2800308,3105,AVENIDA,PEDRO CALAZANS,965,SOBRELOJA,CENTRO,49010490,079,2116830,,,079,2116829,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373000104,00831373,0001,04,1,LOUIS DREYFUS COMPANY SUCOS,2,2004-04-09,0,,,1995-09-06,1033301,"1033302,5231102,4621400,4623108,0131800,4633801,3314710,4683400,8211300",SP,3550308,7107,AVENIDA,BRIGADEIRO FARIA LIMA,1355,ANDAR 14                  CONJ  1401-B,PINHEIROS,01452919,11,30397160,13,21279893,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001186,00831373,0011,86,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,,SP,3502002,6139,ESTRADA,ANALANDIA A VISCONDE,SN,FAZENDA BOCAINA,ZONA RURAL,13550000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001690,00831373,0016,90,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,,SP,3548906,7079,ESTRADA,SAO CARLOS A RIBEIRAO PRETO KM245,SN,FAZENDA SAO FRANCISCO,AGUA VERM A STA EUDO,13560970,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004010,00831373,0040,10,2,,2,2006-09-15,0,,,2006-09-15,0131800,,MG,3164704,5293,ESTRADA,SAO SEBASTIAO DO PARAISO A MORRO VERMELHO,S/N,KM 3 FAZENDA CAMPO ALEGRE E PILOES,ZONA RURAL,37950000,17,33446000,17,33446064,17,33446001,vagner.passarelli@ldcommodities.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007974,00831373,0079,74,2,LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL S.A.,8,2014-08-25,1,,,2012-02-16,1033301,,SP,3505500,6209,RODOVIA,"ASSIS CHATEAUBRIAND, KM 117",S/N,      BIN VISTA BONITA,ZONA RURAL,14780970,17,33446050,,,17,33446001,waldemar.belli@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005769,00831373,0057,69,2,LOUIS DREYFUS COMPANY SUCOS,2,2008-07-17,0,,,2008-07-17,1033301,,SP,3552700,7155,TRAVESSA,SANTA MARIA,110,,CENTRO,14910000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003391,00831373,0033,91,2,LOUIS DREYFUS COMPANY SUCOS,8,2019-11-27,1,,,2005-02-15,1033301,"1033302,4683400,4633801,3314710",SP,3515152,2949,RODOVIA,"SP 332,  KM 164",SN,,DISTRITO INDUSTRIAL,13165000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005840,00831373,0058,40,2,LOUIS DREYFUS COMPANY SUCOS,2,2008-07-17,0,,,2008-07-17,0131800,,SP,3542701,6955,ESTRADA,VELHA FRANCA A BATATAIS,S/N,KM    16,ZONA RURAL,14430000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.om,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002409,00831373,0024,09,2,,8,2005-07-20,1,,,2004-09-28,6462000,,SP,3550308,7107,AVENIDA,BRIGADEIRO FARIA LIMA,1355,14 ANDAR SALA 3,PINHEIROS,01451903,017,33446000,,,017,33446001,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006730,00831373,0067,30,2,LOUIS DREYFUS COMPANY SUCOS,2,2011-01-14,0,,,2011-01-14,0131800,,SP,3538907,6879,ESTRADA,MUNICIPAL PIRAJUI - CEAGESP,S/N,,ZONA RUAL,16600000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005416,00831373,0054,16,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-07-12,0,,,2007-07-12,0131800,,SP,3550506,7111,ESTRADA,ALVINLANDIA A SAO PEDRO DO TURVO,KM 8,      FAZ.STO ANT.B.NOVA,ZONA RURAL,18940000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003804,00831373,0038,04,2,LOUIS DREYFUS COMPANY SUCOS,2,2005-07-20,0,,,2005-07-20,0131800,,SP,3539400,6889,ESTRADA,MUNICIPAL PIRATININGA FAZ SILVERIA,SN,FAZENDA SAO JOSE,ZONA RURAL,17490001,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007389,00831373,0073,89,2,LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL S.A.,8,2014-08-25,1,,,2012-02-16,1033301,,SP,3518107,6463,RODOVIA,"MARECHAL RONDON, KM 413",S/N,      BIN UNIAO,ZONA RURAL,16570000,17,33446050,,,17,33446001,waldemar.belli@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004444,00831373,0044,44,2,LOUIS DREYFUS COMPANY SUCOS,8,2019-10-09,1,,,2007-04-18,4621400,,MG,3170701,5413,RODOVIA,BR-491 VARGINHA-ELOI MENDES,S/N,": KM 233,SALA A;",PARQUE MARIELA,37030087,13,21279893,11,30397160,17,33446001,spo-ldcscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002905,00831373,0029,05,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-10-28,0,,,2004-10-28,0131800,,SP,3513207,6365,RODOVIA,DE ACESSO A  JERIQUARA,SN,FAZ LIMEIRA,ZONA RURAL,14460000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004100,00831373,0041,00,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-01-18,0,,,2007-01-18,0131800,,SP,3518107,6463,RODOVIA,"SP 333, ROD PORTO FERRAO A MARILIA",SN,KM 288 FAZENDA SAO JOAQUIM,ZONA RURAL,16570000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004363,00831373,0043,63,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-01-18,0,,,2007-01-18,0131800,,SP,3525805,6617,ESTRADA,VICINAL JULIO MESQUITA A GUAIMBE,SN,KM 10 FAZENDA CAMPOS NOVOS,ZONA RURAL,17550000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373000708,00831373,0007,08,2,,8,2011-01-11,1,,,2004-02-17,1033301,1033302,SP,3506102,6221,RODOVIA,ARMANDO DE SALLES OLIVEIRA KM 396,SN,CONJUNTO G SALA 2,ZONA RURAL,14707900,017,33446000,,,017,33446001,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005688,00831373,0056,88,2,LOUIS DREYFUS COMPANY SUCOS,2,2008-07-17,0,,,2008-07-17,0131800,,SP,3500709,6113,ESTRADA,AGD 80 - AGUDOS - DOMELIA,S/N,KM    24,AREA RURAL DE AGUDOS,17139899,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002743,00831373,0027,43,2,,8,2010-02-25,1,,,2004-10-28,1033301,1033302,SP,3529302,6687,RUA,CIPRIANO FERREIRA,SN,CASA 2 SALA 2,BOA VISTA,15991295,16,33834300,,,16,33834301,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006498,00831373,0064,98,2,LOUIS DREYFUS COMPANY SUCOS,2,2009-01-21,0,,,2009-01-21,0131800,,SP,3527504,6651,RODOVIA,"SP-315 - DUARTINA A UBIRAJARA, KM 16",S/N,      FAZENDA PARAISO,ZONA RURAL,17475000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003472,00831373,0034,72,2,LOUIS DREYFUS COMPANY SUCOS,2,2005-03-29,0,,,2005-03-29,0131800,,SP,3523503,6571,RODOVIA,"MARECHAL CASTELO BRANCO, KM 201",SN,FAZ RINCAO DOS COXOS,ZONA RURAL,18690000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001267,00831373,0012,67,2,LOUIS DREYFUS COMPANY SUCOS,8,2017-03-16,1,,,2004-09-28,0131800,,SP,3536703,6835,ESTRADA,VICINAL SANTELMO BAURU,SN,FAZENDA DOS COQUEIROS,ZONA RURAL,17280000,017,33446000,,,017,33446001,luciano.pereira@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005092,00831373,0050,92,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-03-29,0,,,2007-03-29,0131800,,SP,3507506,6249,RODOVIA,"MARECHAL RONDOM - ENTRADA PARA DISTR. DE TOLEDO, KM 258",S/N,      FAZENDA SERRINHA,ZONA RURAL,18608840,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001003,00831373,0010,03,2,,8,2015-03-10,1,,,2004-09-28,0131800,,SP,3505500,6209,RODOVIA,ASSIS CHATEAUBRIAND KM 117,SN,FAZENDA VISTA BONITA,ZONA RURAL,14780970,017,33446000,,,017,33446001,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007702,00831373,0077,02,2,,8,2014-08-25,1,,,2012-02-16,1033301,,SP,3550100,7103,RODOVIA,"SP 255, KM 207",S/N,      BIN BONIN,ZONA RURAL,18650000,17,33446050,,,17,33446001,waldemar.belli@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001348,00831373,0013,48,2,,8,2015-10-26,1,,,2004-09-28,0131800,,SP,3522000,6541,ESTRADA,ITAJU IBITINGA,SN,FAZENDA MORUMBI,ZONA RURAL,17260000,017,33446000,,,017,33446001,luciano.pereira@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007036,00831373,0070,36,2,LOUIS DREYFUS COMPANY SUCOS,2,2011-11-04,0,,,2011-11-04,0131800,,SP,3533908,6779,ESTRADA,"MUNICIPAL DIOGENES BREDA FILHO, KM 19.5-OLIMPIA A CRUZ ALTA",S/N,      FAZENDA SANTA MARIA,LARANJEIRAS,15400000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001429,00831373,0014,29,2,,8,2011-01-11,1,,,2004-09-28,0131800,,SP,3503307,6165,ESTRADA,MUNIC FABIO DA SILVA PRADO,SN,KM 20 FAZ CASCATA,ZONA RURAL,13604042,017,33446000,,,017,33446001,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001771,00831373,0017,71,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,,SP,3542909,6959,ESTRADA,MUNIC RIB BONITO GUARAPIRANGA KM 7,S/N,FAZENDA MONTE BELO,ZONA RURAL,13580000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373008199,00831373,0081,99,2,LOUIS DREYFUS COMPANY SUCOS,2,2012-08-22,0,,,2012-08-22,0131800,,MG,3170206,5403,RODOVIA,"MUNICIPAL UBERLANDIA MONTE ALEGRE DE MINAS, RM 354 - KM 11",S/N,: FAZENDA N.S. LOURDES;,ZONA RURAL,38400970,13,21279893,11,30397160,17,33446001,spo-lsccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373008270,00831373,0082,70,2,LOUIS DREYFUS COMPANY SUCOS,2,2012-08-22,0,,,2012-08-22,0131800,,MG,3170206,5403,RODOVIA,BR 497 - KM 40,S/N,: FAZENDA LAGEADINHO;,ZONA RURAL,38400970,13,21279893,11,30397160,17,33446001,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002662,00831373,0026,62,2,,8,2008-07-10,1,,,2004-10-28,1033301,1033302,SP,3506102,6221,RODOVIA,ARMANDO DE SALLES OLIVERIA KM 396,SN,CONJUNTO G,ZONA RURAL,14707900,17,33446000,,,17,33446001,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001500,00831373,0015,00,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,0133404,SP,3507506,6249,RODOVIA,SP 280 KM 216 MARGEM ESQUERDA,SN,FAZENDA MORRINHOS,ZONA RURAL,18603970,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007893,00831373,0078,93,2,,8,2014-08-25,1,,,2012-02-16,1033301,,SP,3542909,6959,ESTRADA,"MUNICIPAL RIBEIRAO BONITO-GUARAPIRANGA, KM 7",S/N,      BIN MOTE BELO,ZONA RURAL,13580000,17,33446050,,,17,33446001,waldemar.belli@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004606,00831373,0046,06,2,LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL LTDA.,8,2008-08-13,1,,,2007-06-25,4621400,,ES,3203908,5677,RODOVIA,MIGUEL CURRY CARNEIRO,1023,ANDAR 1                   SALA  A,SEDE,29830000,11,30396700,11,30396830,11,38143235,fabio.varandas@ldcommodities.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373000295,00831373,0002,95,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-12-31,0,,,1997-12-17,1033301,"1033302,4683400,4633801,3314710",SP,3529302,6687,ESTRADA,DA FAZENDA,6000,,BOA VISTA,15991294,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005173,00831373,0051,73,2,LDC AGROINDUSTRIAL COMMODITIES AGROINDUSTRIAL LTDA.,8,2012-10-23,1,,,2007-10-08,4693100,,MT,5100300,9005,RODOVIA,BR-364,S/N,SALA  2                   ANEXO COINBRA             KM    16,TERMINAL FERRONORTE,78780000,11,30396700,11,30396830,11,38143235,fabio.varandas@ldcommodities.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003049,00831373,0030,49,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-10-28,0,,,2004-10-28,0131800,,SP,3501004,6119,RODOVIA,SP 351 ALTINOPOLIS A SANTO ANTONIO,SN,FAZ STA ELIZA,ZONA RURAL,14350000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373000619,00831373,0006,19,2,,8,2010-02-25,1,,,2004-02-17,1033301,1033302,SP,3529302,6687,ESTRADA,DA FAZENDA,6000,CONJUNTO D SALA 3,BOA VISTA,15991294,016,33483430,,,016,33434301,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006811,00831373,0068,11,2,LOUIS DREYFUS COMPANY SUCOS,2,2011-04-11,0,,,2011-04-11,1033301,,SP,3504503,6189,RUA,GILBERTO FILGUEIRAS,751,      REGIONAL DE AVARE,COLINA DA BOA VISTA,18706240,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373005505,00831373,0055,05,2,LOUIS DREYFUS COMPANY SUCOS,2,2008-07-17,0,,,2008-07-17,0131800,,SP,3523503,6571,RODOVIA,DR. ENE SAB,S/N,KM    24,ZONA RURAL,18690000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373008431,00831373,0084,31,2,LOUIS DREYFUS COMPANY SUCOS,8,2019-10-02,1,,,2013-04-30,1033301,,SP,3506102,6221,RODOVIA,ARMANDO DE SALLES OLIVEIRA,S/N,KM    396                 CONJ  D,ZONA RURAL,14707900,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002824,00831373,0028,24,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,,SP,3523503,6571,RODOVIA,PRESIDENTE CASTELO BRANCO KM 200,SN,FAZ LAGEADO P BRANCA,ZONA RURAL,18690000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007540,00831373,0075,40,2,LOUIS DREYFUS COMPANY SUCOS,2,2012-02-16,0,,,2012-02-16,1033301,,SP,3537008,6841,RODOVIA,"ANTONIO GIOLO, KM 23",S/N,      BIN SANTA ANGELA,ZONA RURAL,14470000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006307,00831373,0063,07,2,LOUIS DREYFUS COMPANY SUCOS,2,2008-09-22,0,,,2008-09-22,0131800,,SP,3537008,6841,RODOVIA,"ANTONIO GIOLO, SENTIDO PEDREGULHO",S/N,KM    19                        FAZENDA BOM RETIRO,ZONA RURAL,14470000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002310,00831373,0023,10,2,,8,2015-03-10,1,,,2004-09-28,0131800,,SP,3510807,6317,RODOVIA,DEP EDUARDO VICENTE NASSER SP 350,SN,FAZENDA CACHIMBAO,ZONA RURAL,13700000,017,33446000,,,017,33446001,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002077,00831373,0020,77,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,,SP,3547908,7059,RODOVIA,ALTINOPOLIS CAJURU KM 328,SN,FAZENDA SAO JOAO,ZONA RURAL,14390000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003553,00831373,0035,53,2,LOUIS DREYFUS COMPANY SUCOS,2,2005-03-29,0,,,2005-03-29,0131800,,SP,3550100,7103,RODOVIA,SP 255 KM 207,SN,FAZENDA BONIN,ZONA RURAL,18650000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006226,00831373,0062,26,2,,8,2012-07-06,1,,,2008-07-17,1033301,,SP,3540705,6915,RUA,VINTE E NOVE DE JULHO,1801,,JARDIM PRIMAVERA,13660000,17,33446064,,,17,33446001,margarete.ferraresi@ldcommodities.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373000376,00831373,0003,76,2,,8,1998-03-04,1,,,1997-12-17,4611700,,SP,3506102,6221,RODOVIA,ARMANDO DE S OLIVEIRA,S/N,KM 396 CASA 2,ZONA RURAL,14700444,,,,,,,,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004878,00831373,0048,78,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-07-12,0,,,2007-07-12,0131800,,SP,3538907,6879,ESTRADA,"MUNICIPAL GARCA A PIRAJUI,KM 18",S/N,      FAZ.S.JOSE BARREIRO,ZONA RURAL,16600000,13,21279893,11,30397160,,,spo-ldccscficsal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006064,00831373,0060,64,2,,8,2010-08-02,1,,,2008-07-17,1033301,,SP,3548906,7079,RUA,FRANCISCO MARIGO,1182,,JARDIM CRUZEIRO DO SUL,13572090,17,33446064,,,17,33446001,margarete.ferraresi@ldcommodities.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373008350,00831373,0083,50,2,LOUIS DREYFUS COMPANY SUCOS,2,2012-09-26,0,,,2012-09-26,0131800,,MG,3142809,4855,ESTRADA,"MUNICIPAL MONTE ALEGRE DE MINAS/UBERLANDIA,RM289,S/N-KM7",S/N,: FAZENDA SANTA FE;,ZONA RURAL,38475000,13,21279888,,,17,33446001,spo-ldccscfiscal@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002239,00831373,0022,39,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-09-28,0,,,2004-09-28,0131800,,SP,3556404,7231,RODOVIA,CASA BRANCA  VARGEM GDE DO SUL KM 12,S/N,FAZ LAGOA FORMOSA,ZONA RURAL,13880000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373006579,00831373,0065,79,2,LOUIS DREYFUS COMPANY SUCOS,2,2010-02-25,0,,,2010-02-25,0131800,,SP,3552304,7147,ESTRADA,"MUNICIPAL SUD MENNUCCI A ARACATUBA, KM 7",S/N,      FAZENDA GRAUNA,ZONA RURAL,15360000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373007117,00831373,0071,17,2,LOUIS DREYFUS COMPANY SUCOS,2,2012-02-17,0,,,2012-02-17,1033301,"1033302,4633801,3314710",PR,4118402,7749,RODOVIA,BR 376,S/N,,ZONA RURAL,87701970,13,21279888,,,17,33446001,spo-ldccscfiscal@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373002581,00831373,0025,81,2,LOUIS DREYFUS COMPANY SUCOS,2,2004-10-28,0,,,2004-10-28,0131800,,MG,3164704,5293,ESTRADA,ALTINOPOLIS A GUARDINHA,SN,FAZENDA ANGOLA,ZONA RURAL,37950000,13,21279893,11,30397160,17,33446001,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004959,00831373,0049,59,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-07-12,0,,,2007-07-12,0131800,,SP,3518107,6463,ESTRADA,"SP 333,RODOVIA PORTO FERRAO A MARILIA, KM 288",S/N,      FAZ. SAO SEBASTIA,ZONA RURAL,16570000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373001852,00831373,0018,52,2,LOUIS DREYFUS COMPANY SUCOS,8,2019-08-16,1,,,2004-09-28,0131800,,SP,3555901,7219,ESTRADA,PONGAI A URU KM 6,SN,FAZENDA CANAAN,ZONA RURAL,16650000,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003987,00831373,0039,87,2,LOUIS DREYFUS COMPANY SUCOS,2,2005-09-29,0,,,2005-09-29,0131800,,MG,3164704,5293,ESTRADA,MUNIC SAO SEBASTIO DO PARAISO A MORRO VERMELHO KM 05,SN,FAZENDA AGUA VERMELHA,ZONA RURAL,37950000,13,21279893,11,30397160,17,33446001,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373003634,00831373,0036,34,2,LOUIS DREYFUS COMPANY SUCOS,2,2005-04-29,0,,,2005-04-29,0161099,"0161001,0161003",SP,3506102,6221,RODOVIA,ARMANDO DE SALLES OLIVEIRA KM 396,SN,CASA 2,ZONA RURAL,14707900,13,21279888,,,17,33446001,spo-ldccscfiscal@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373004282,00831373,0042,82,2,LOUIS DREYFUS COMPANY SUCOS,2,2007-01-26,0,,,2007-01-26,0131800,,MG,3164704,5293,ESTRADA,ALTINOPOLIS A GUARDINHA,SN,FAZENDA PASSAGEM,ZONA RURAL,37950000,13,21279893,11,30397160,17,33446001,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373000880,00831373,0008,80,2,LOUIS DREYFUS COMPANY SUCOS,8,2017-03-16,1,,,2004-09-28,0131800,,SP,3518107,6463,RODOVIA,MARECHAL RONDON KM 413,SN,FAZENDA UNIAO,ZONA RURAL,16570000,017,33446000,,,017,33446001,luciano.pereira@ldcom.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
2023-02-15,00831373008601,00831373,0086,01,2,LOUIS DREYFUS COMPANY SUCOS,2,2019-09-05,0,,,2019-09-05,1033301,,SP,3503307,6165,RUA,LOURENCO DIAS,911,,CENTRO,13600180,13,21279893,11,30397160,,,spo-ldccscfiscal@ldc.com,,,00831373,LOUIS DREYFUS COMPANY SUCOS S.A,2054,764310440.0,5
