Latitude,Longitude,Name,Organization,Farm,State,City
-13.128222222222222,-55.32194444444445,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Marauense,Mato Grosso,Sorriso
-14365,-58.10008333333334,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Morena,Mato Grosso,Tangará da Serra
-12.481625,-55.48473888888889,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Nossa Senhora da Salete,Mato Grosso,Vera
-12.815619444444446,-55.764494444444445,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Pedra,Mato Grosso,Sorriso
-12.940572222222222,-55.58058333333334,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Pinhal,Mato Grosso,Sorriso
-12.830516666666666,-55.383494444444445,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Pluma,Mato Grosso,Sorriso
-12.076508333333333,-56.403327777777776,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Rio Vermelho,Mato Grosso,Porto dos Gaúchos
-12.723611111111111,-55.532777777777774,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Rodeio,Mato Grosso,Sorriso
-12.479655555555556,-55.696305555555554,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Santa Ernestina,Mato Grosso,Sorriso
-12.371111111111112,-55805,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Santa Maria da Amazônia,Mato Grosso,Sorriso
-19.053305555555557,-65.41750833333334,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Santana,Amazonas,Lábrea
-12.947222222222223,-55.85277777777778,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Santo Antônio,Mato Grosso,Lucas do Rio Verde
-12.788533333333334,-55.78503055555555,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda São Felipe,Mato Grosso,Sorriso
-12.859094444444445,-55.743830555555554,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Videirense,Mato Grosso,Sorriso
-13.949582647895298,-55.78755225717667,SLC Agricola S.A. - Group II Terra Santa,SLC Agrícola,FAZENDA PIRACEMA,Mato Grosso,Nova Mutum
-14.055526648521356,-55.381183203461205,SLC Agricola S.A. - Group II Terra Santa,SLC Agrícola,FAZENDA PIRAPORA,Mato Grosso,Santa Rita do Trivelato
-14.232758629576953,-57.70757437834914,SLC Agricola S.A. - Group II Terra Santa,SLC Agrícola,FAZENDA PAMPEIRA,Mato Grosso,Campo Novo do Parecis
-11.035782090505126,-56.363610883179916,SLC Agricola S.A. - Group II Terra Santa,SLC Agrícola,FAZENDA PROSPERA,Mato Grosso,Nova Canaã do Norte
-25.777681,-51.928203,Grupo Reinhofer,Grupo Reinhofer,Fazenda Campo Bonito,Paraná,Reserva do Iguaçu
-25.86978,-51.964361,Grupo Reinhofer,Grupo Reinhofer,Fazenda Invernada da Reserva,Paraná,Reserva do Iguaçu
-25.525556,-51.576036,Grupo Reinhofer,Grupo Reinhofer,Fazenda Cupim,Paraná,Guarapuava
-25.660838,-51.794032,Grupo Reinhofer,Grupo Reinhofer,Fazenda Santa Bárbara,Paraná,Pinhão
-25.55284,-51.351425,Grupo Reinhofer,Grupo Reinhofer,Fazenda Santa Isabel,Paraná,Guarapuava
-11.676155555555555,-45.72196666666667,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Santana,Bahia,Riachão das Neves
-9.144477777777777,-45.06604722222222,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Santa Clara,Piauí,Baixa Grande do Ribeiro
-13.55915,-54.31106944444444,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Agro Chapada,Mato Grosso,Paranatinga
-8.068769444444444,-46.562949999999994,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Pau Brasil,Tocantins,Campos Lindos
-8.237441666666665,-46.65549722222222,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Santo Antônio Khon,Tocantins,Campos Lindos
-12.250475,-45.86673888888889,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Sapucai,Bahia,Luís Eduardo Magalhães
-11.4926,-45.230472222222225,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Sapucai Semear,Bahia,Riachão das Neves
-11.71511111111111,-45.97925277777778,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Santo Antônio,Bahia,Barreiras
-25.196944444444444,-50.31522222222222,FAZENDA PAU FURADO,Fazenda Pau Furado,FAZENDA PAU FURADO,Paraná,Teixeira Soares
-7.456163888888889,-44.16243333333333,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Fazenda Progresso,Piauí,Landri Sales
-7.408111111111111,-44.31198611111111,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Fazenda Tunísia,Piauí,Sebastião Leal
-8.362975,-45.508427777777776,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Condomínio Boa Esperança,Piauí,Ribeiro Gonçalves
-8.83783888888889,-46.56133888888888,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Fazenda Nova Holanda,Maranhão,Balsas
-6.894322222222222,-45.32564722222222,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Fazenda Serra Vermelha,Maranhão,Sambaíba
-7.407333333333334,-46.01482222222222,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Fazenda Sol Nascente,Maranhão,Balsas
-6.865788888888889,-45.49799166666667,FAPCEN,Fundação de Apoio à Pesquisa do Corredor de Exportação Norte “Irineu Alcides Bays,Fazenda Santa Luzia,Maranhão,Mirador
-12.9903,-61.1752,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Barranco Alto (Carolina),Rondônia,Corumbiara
-12.5894,-60.9568,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Chupinguaia (Nossa Senhora Aparecida e Vitória),Rondônia,Chupinguaia
-13.5432,-60.4186,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Curitiba (Cabixi),Mato Grosso,Comodoro
-13.0003,-60.9653,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Dom Pedro (Pouso Redondo),Rondônia,Corumbiara
-12.6789,-61.1009,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Juliana (Ipê / Cacoal),Rondônia,Chupinguaia
-14.4411,-60.1257,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Maringá 3,Mato Grosso,Vila Bela da Santíssima Trindade
-13.1358,-58.6772,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Pérola,Mato Grosso,Sapezal
-13.85,-57.1879,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Pirapó,Mato Grosso,São José do Rio Claro
-12.5667,-60.0786,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Retiro (Itaúna e Parecis),Rondônia,Vilhena
-13.4259,-58.4228,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Reunidas do Papagaio,Mato Grosso,Campo Novo do Parecis
-12.9996,-61.23837,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Santa Ana,Rondônia,Corumbiara
-13.8006,-58663,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Santa Cândida,Mato Grosso,Sapezal
-13.5839,-58.7755,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,São Miguel SM5,Mato Grosso,Sapezal
- 14.5824,-56.4549,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Sete Lagoas,Mato Grosso,Diamantino
-13.3592,-58.8949,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Siriema,Mato Grosso,Sapezal
-13.4602,-58.5877,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Tupancy,Mato Grosso,Sapezal
-13.9476,-59.2014,Amaggi Exp Imp Ltda–Grupo Parecis II,Amaggi,Fazenda Zanella II,Mato Grosso,Campos de Júlio
-12.488199650969268,-60.00359198043838,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda União,Rondônia,Vilhena
-15.000061111111112,-52.28388888888889,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Brasil,Mato Grosso,Nova Xavantina
-15.000066666666667,-52.52565555555555,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Santa Terezinha,Mato Grosso,Nova Xavantina
-14.487033333333333,-58.35509444444445,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Querência,Mato Grosso,Tangará da Serra
-12.144444444444444,-52.24888888888889,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Roncador,Mato Grosso,Querência
-13.009090636758199,-46.1754291611641,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Erechim,Bahia,São Desidério
-13.445963632631212,-54.28209040686506,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Cruzeiro do Sul,Mato Grosso,Paranatinga
-22.996481883841412,-53.86491556093154,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Novo Rumo,Mato Grosso do Sul,Naviraí
-12.050938793571582,-44.46166953452224,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda São Francisco,Bahia,Angical
-11.684444444444445,-58.230000000000004,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Paraná,Mato Grosso,Brasnorte
-16.800341398781303,-54.10324365989366,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Bom Jesus,Mato Grosso,Pedra Preta
-13.83737582064132,-56.074725644280534,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Santa Terezinha,Mato Grosso,Nova Mutum
-10.734105388218051,-45.70805048143409,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Santa Maria ,Bahia,Formosa do Rio Preto
-12.806630315054907,-58.09559505294213,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Reata,Mato Grosso,Brasnorte
-18.158946131833186,-54.72201986877579,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Beltrão Terra Forte,Mato Grosso do Sul,Coxim
-11.170416666666666,-52.818333333333335,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Santa Maria,Mato Grosso,São Félix do Araguaia
-12.129340930818875,-46.16087419001574,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Santo Expedito,Bahia,Luís Eduardo Magalhaes
-11.232676662796017,-46.04589526099684,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Centúria,Bahia,Formosa do Rio Preto
-13.761221960734343,-46.162732789986194,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Sagarana,Bahia,Correntina
-12.519093845285648,-46.15292044768052,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Timbaúba,Bahia,São Desidério
-12.96254087761786,-45.982461303493444,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Acalanto,Bahia,São Desidério
-13.134094505868115,-46.16578813711325,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Ventura,Bahia,São Desidério
-12.770573807156188,-46.03155616830487,Bunge Alimentos - Grupo de Productores Bunge,Bunge,Fazenda Querubim,Bahia,São Desidério
-  18.302384,-45.888822,Inacio Carlos Urban e outros - (Fazenda Pirulito),Fazenda Pirulito,Fazenda Pirulito,Minas Gerais,São Gonçalo do Abaeté
-15404,-55.123111111111115,Fazenda São João Batista ,Fazenda São João Batista ,Fazenda São João Batista,Mato Grosso,Campo Verde
-21.64082748233687,-45.80302,Fazenda Santa Cruz,Fazenda Santa Cruz,Fazenda Santa Cruz,Minas Gerais,Paraguaçu
-27.464325,-51.57991666666667,Cataratas do Iguaçu Produtos Orgânicos- Ltda – Gebana Brasil (Grupo Filipini),Cataratas do Iguaçu Produtos Orgânicos,Fazenda Santo Antônio (Rodial),Santa Catarina,Capinzal
-27.49376666666667,-51.44497222222222,Cataratas do Iguaçu Produtos Orgânicos- Ltda – Gebana Brasil (Grupo Filipini),Cataratas do Iguaçu Produtos Orgânicos,Fazenda Umbu,Santa Catarina,Campos Novos
-9.503105555555555,-50.83139722222223,AgroSB Agropecuária S.A.,AgroSB,Santana do Araguaia – PA,Pará,Santana do Araguaia
-13.839122222222223,-58.84351111111111,Amaggi Commodities EU RED,Amaggi,Água Quente,Mato Grosso,Sapezal
-13.883744444444444,-56.900816666666664,Amaggi Commodities EU RED,Amaggi,Aricá,Mato Grosso,Diamantino
-13.88361111111111,-56.900555555555556,Amaggi Commodities EU RED,Amaggi,Cereal Ouro,Mato Grosso,Diamantino
-13.892777777777777,-58.79277777777778,Amaggi Commodities EU RED,Amaggi,Comil I e II,Mato Grosso,Sapezal
-13.6831,-59.14771666666667,Amaggi Commodities EU RED,Amaggi,Comil III,Mato Grosso,Campos de Júlio
-9.571591666666666,-61.98356944444445,Amaggi Commodities EU RED,Amaggi,Don Aro,Rondônia,Machadinho D'Oeste
-13.869941666666668,-57.96344166666667,Amaggi Commodities EU RED,Amaggi,Estrela,Mato Grosso,Campo Novo do Parecis
-12.951833333333333,-58.59330555555556,Amaggi Commodities EU RED,Amaggi,Globo,Mato Grosso,Sapezal
-12.586702777777779,-68.13724722222223,Amaggi Commodities EU RED,Amaggi,Independência,Departamento de La Paz,Iturralde
-14.317305555555555,-57.951686111111115,Amaggi Commodities EU RED,Amaggi,Itamarati,Mato Grosso,Campo Novo do Parecis
-14.106577777777778,-59.201483333333336,Amaggi Commodities EU RED,Amaggi,Lajeada,Mato Grosso,Campos de Júlio
-13.800016666666668,-59.178288888888886,Amaggi Commodities EU RED,Amaggi,Letícia II,Mato Grosso,Campos de Júlio
-12.898555555555555,-58.57947222222223,Amaggi Commodities EU RED,Amaggi,Matão,Mato Grosso,Sapezal
-13.200444444444443,-58.73491666666667,Amaggi Commodities EU RED,Amaggi,Nossa Senhora Aparecida,Mato Grosso,Sapezal
-13.300972222222223,-57.78066666666667,Amaggi Commodities EU RED,Amaggi,Pirâmide,Mato Grosso,Campo Novo do Parecis
-13.570827777777778,-57.93633611111111,Amaggi Commodities EU RED,Amaggi,Porta Do Céu,Mato Grosso,Campo Novo do Parecis
-13.627500000000001,-58.70388888888889,Amaggi Commodities EU RED,Amaggi,Rodeio e Canário,Mato Grosso,Sapezal
-13.816888888888888,-57.58744444444444,Amaggi Commodities EU RED,Amaggi,Santa Amélia / Curitiba,Mato Grosso,Campo Novo do Parecis
-13.328111111111111,-57725,Amaggi Commodities EU RED,Amaggi,Santa Maria,Mato Grosso,Campo Novo do Parecis
-13.784975,-57.926091666666665,Amaggi Commodities EU RED,Amaggi,Santa Maria/ Primavera,Mato Grosso,Campo Novo do Parecis
-13.411111111111111,-58.85777777777778,Amaggi Commodities EU RED,Amaggi,Santa Rosa Do Paraná I e II,Mato Grosso,Sapezal
-13.570827777777778,-57.93633611111111,Amaggi Commodities EU RED,Amaggi,São Carlos,Mato Grosso,Campo Novo do Parecis
-13.526583333333335,-59.154777777777774,Amaggi Commodities EU RED,Amaggi,Saudades,Mato Grosso,Campos de Júlio
-13.34041388888889,-57.980336111111114,Amaggi Commodities EU RED,Amaggi,Três Marcos,Mato Grosso,Campo Novo do Parecis
-13.478083333333334,-58.90891388888889,Amaggi Commodities EU RED,Amaggi,Tucunaré,Mato Grosso,Sapezal
-11.546308333333334,-56.516375,Louis Dreyfus Company - LDC Sorriso,Louis Dreyfus Company ,Fazenda América,Mato Grosso,Tabaporã
-13.152155555555556,-55.37456666666667,Louis Dreyfus Company - LDC Sorriso,Louis Dreyfus Company ,Fazenda Boa Vista,Mato Grosso,Sorriso
-11.956708333333333,-56.152794444444446,Louis Dreyfus Company - LDC Sorriso,Louis Dreyfus Company ,Fazenda Rio Branco,Mato Grosso,Ipiranga do Norte
-24.920630555555558,-54.03516666666666,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Carlos Eduardo Silveira,Paraná,Diamante d'Oeste
-24.946908333333333,-54.05305,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Tatiana Eloiza Scultz,Paraná,Diamante d'Oeste
-24.920630555555558,-54.03516666666666,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Cleusa Guilherme da Silva,Paraná,Diamante d'Oeste
-24.920283333333334,-54.038780555555554,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Diomar Zopellaro,Paraná,Diamante d'Oeste
-24.93898888888889,-54.058386111111105,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Jose Ezildo da Silva,Paraná,Diamante d'Oeste
-24.220277777777778,-53.71083333333333,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Flavio Luiz Berno,Paraná,Palotina
-24.240555555555556,-53.863055555555555,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Caroline de Carle Gomes,Paraná,Palotina
-24.499722222222225,-54.18083333333333,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Darci Dedimar Tomm,Paraná,Marechal Cândido Rondon
-25.08861111111111,-53.581388888888895,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Hilario Mattuizzi,Paraná,Santa Tereza do Oeste
-24.198888888888888,-53.717222222222226,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Deomiro Bernardo Lehmkuhl,Paraná,Palotina
-24.264722222222222,-53.89361111111111,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Lauri Leo Buzanello,Paraná,Palotina
-25.08861111111111,-53.581388888888895,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Araides Duarte da Luz,Paraná,Santa Tereza do Oeste
-24.19361111111111,-53.726111111111116,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Roberto Pradela,Paraná,Palotina
-25.08861111111111,-53.581388888888895,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cataratas do Iguaçu Produtos Orgânicos,Olindo Pierezan,Paraná,Santa Tereza do Oeste
-14.069166666666666,-47.0675,Fazenda Nossa Senhora Aparecida ,Fazenda Nossa Senhora Aparecida ,Nossa Senhora Aparecida,Goiás,Nova Roma
-12.9903,-61.1752,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Barranco Alto,Rondônia,Corumbiara
-12.5894,-60.9568,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Chupinguaia,Rondônia,Chupinguaia
-13.5432,-60.4186,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Curitiba,Mato Grosso,Comodoro
-13.0003,-60.9653,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Dom Pedro,Rondônia,Corumbiara
-12.6789,-61.1009,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Juliana,Rondônia,Chupinguaia
-14.4411,-60.1257,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Maringá 3,Mato Grosso,Vila Bela da Santíssima Trindade
-13.1358,-58.6772,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Pérola,Mato Grosso,Sapezal
-12.5667,-60.0786,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Retiro,Rondônia,Vilhena
-13.4259,-58.4228,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Reunidas do Papagaio,Mato Grosso,Campo Novo do Parecis
-12.9996,-61.2383,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Santa Ana,Rondônia,Corumbiara
-13.8006,-58663,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Santa Cândida,Mato Grosso,Sapezal
-13.3592,-58.8949,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Siriema,Mato Grosso,Sapezal
-13.4602,-58.5877,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Tupancy,Mato Grosso,Sapezal
-13.9476,-59.2014,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Amaggi,Fazenda Zanella II,Mato Grosso,Campos de Júlio
-16.36227777777778,-55.07815,Bom Jesus Agropecuaria LTDA - Fazenda Mirandópolis,Bom Jesus Agropecuaria ,Fazenda Mirandópolis,Mato Grosso,Juscimeira
-16.09476111111111,-56.75564166666667,Fazenda Lagoa Dourada,Fazenda Lagoa Dourada,Fazenda Lagoa Dourada,Mato Grosso,Poconé
-17.014830555555555,-48.311724999999996,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Matão,Goiás,Orizona
-16.914902777777776,-48.15588611111111,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Cachoeira,Goiás,Orizona
-17.05030277777778,-48.362183333333334,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Morro Alto,Goiás,Orizona
-17.163361111111108,-48.16511111111111,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Areias de Baixo,Goiás,Orizona
-17.06881111111111,-48.3667,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Morro Alto,Goiás,Orizona
-16.935858333333332,-48.30178055555555,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Taquaral e Cuiabanos,Goiás,Orizona
-16.89455,-48.36691666666667,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Taquaral de Cima,Goiás,Vianópolis
-16.778523,-48.633775,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Engenho Velho,Goiás,Vianópolis
-16.878407,-48.603229,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Rio dos Bois,Goiás,Vianópolis
-16.428912,-48.634759,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Mucambo,Goiás,Gameleira de Goiás
-16.890582,-48.43886,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Rio do Peixe,Goiás,Vianópolis
-16.701849,-48.798744,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Ponte Alta,Goiás,Leopoldo de Bulhões
-16.605829,-48.260294,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Boa Esperança,Goiás,Vianópolis
-16.785815,-48.637973,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Engenho Velho,Goiás,Vianópolis
-16.859656,-48.29299,CRESOL - Estrada de Ferro,Cresol Estrada de Ferro,Fazenda Santa Rita,Goiás,Orizona
-14.1864,-56.6293,Grupo Hervalense,Grupo Hervalense,Fazenda Hervalense,Mato Grosso,Diamantino
-14.1311,-57.0097,Grupo Hervalense,Grupo Hervalense,Fazenda Chapadão,Mato Grosso,Diamantino
-14468,-56.2036,Grupo Hervalense,Grupo Hervalense,Fazenda Lagoa do Cervo,Mato Grosso,Diamantino
-13.666558333333334,-55.39378611111111,GGF - Agro LTDA,GGF Agro,Fazenda Pau Da Onça,Mato Grosso,Santa Rita do Trivelato
-15.4422970718181,-54.9268314506474,Fazenda Modelo (Eswalter Zanetti e Outros),Fazenda Modelo,Fazenda Modelo,Mato Grosso,Campo Verde
-14.857861111111111,-53.492125,O Telhar Agropecuária LTDA ,O Telhar Agropecuária ,Fazenda Nova,Mato Grosso,Santo Antônio do Leste
-15.23903611111111,-54.154088888888886,O Telhar Agropecuária LTDA,O Telhar Agropecuária ,Fazenda Primavera,Mato Grosso,Primavera do Leste
-14.8586,-53.49315,O Telhar Agropecuária LTDA,O Telhar Agropecuária ,Fazenda Independência,Mato Grosso,Santo Antônio do Leste
-13.524036111111112,-55.07678333333334,O Telhar Agropecuária LTDA,O Telhar Agropecuária ,Fazenda Rio Bonito,Mato Grosso,Nova Ubiratã
-13.853141666666666,-57.19152777777777,O Telhar Agropecuária LTDA,O Telhar Agropecuária ,Fazenda Pirapó,Mato Grosso,São José do Rio Claro
-14.58053611111111,-56.452422222222225,O Telhar Agropecuária LTDA,O Telhar Agropecuária ,Fazenda Sete Lagoas,Mato Grosso,Alto Paraguai
-16.8375,-54.04222222222222,Fazenda Girassol,Girassol Agrícola,Fazenda Girassol,Mato Grosso,Pedra Preta
-16.58431388888889,-54.85796944444444,Fazenda Verde Agropastoril Jatobasso Ltda,Agropastoril Jatobasso,Fazenda Verde,Mato Grosso,Rondonópolis
-8.119722222222222,-46.53055555555555,Agrex do Brasil S.A.,Agrex do Brasil,Fazenda Campos Lindos,Tocantins,Campos Lindos
-8.293055555555556,-46.776944444444446,Agrex do Brasil S.A.,Agrex do Brasil,Fazenda Chapada Alta,Tocantins,Campos Lindos
-7.420833333333333,-46.36138888888889,Agrex do Brasil S.A.,Agrex do Brasil,Fazenda Santo Isidoro,Maranhão,Riachão
-8.564722222222223,-46.67944444444444,Agrex do Brasil S.A.,Agrex do Brasil,Fazenda Batavo,Maranhão,Balsas
-7.654166666666667,-46.66416666666667,Agrex do Brasil S.A.,Agrex do Brasil,Fazenda Curitiva,Maranhão,Riachão
-12.9903,-61.1752,Amaggi Exp Imp Ltda - Grupo Parecis II,Amaggi,Fazenda Barranco Alto,Rondônia,Corumbiara
-12.5894,-60.9568,Amaggi Exp Imp Ltda - Grupo Parecis II,Amaggi,Fazenda Chupinguaia,Rondônia,Chupinguaia
-13.5432,-60.4186,Amaggi Exp Imp Ltda - Grupo Parecis II,Amaggi,Fazenda Curitiba,Mato Grosso,Comodoro
-13.0003,-60.9653,Amaggi Exp Imp Ltda - Grupo Parecis II,Amaggi,Fazenda Dom Pedro,Rondônia,Corumbiara
-12.6789,-61.1009,Amaggi Exp Imp Ltda - Grupo Parecis II,Amaggi,Fazenda Juliana,Rondônia,Chupinguaia
